source,title,description,content,url,publishedAt
CBS News,Benjamin Netanyahu fires Israel's defense minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu fired his defense minister, Yoav Gallant, as Israel's conflicts in the Middle East grow. Netanyahu said there was a ""crisis of trust"" between him and Gallant. CBS News' Holly Williams has the latest.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/benjamin-netanyahu-fires-israels-defense-minister-yoav-gallant/,
CBS News,Netanyahu tells U.N. peacekeepers to immediately withdraw from Lebanon,"Prime Minister Benjamin Netanyahu accused them of ""providing a human shield"" to Hezbollah after Israeli strikes wounded five peacekeepers in recent days.",Prime Minister Benjamin Netanyahu called on United Nations peacekeepers to heed the Israeli military's warnings to evacuate Lebanon immediately as the fighting intensifies amid Israel's ground operat… [+2891 chars],https://www.cbsnews.com/news/netanyahu-israel-un-peacekeepers-lebanon-hezbollah/,
CBS News,"Netanyahu confirms Yahya Sinwar killing, says war is not over",Prime Minister Benjamin Netanyahu has confirmed the death of Hamas chief Yahya Sinwar in the Gaza Strip as Israel's war continues to escalate there and in Lebanon against Hezbollah. Netanyahu called for members of Hamas to release the remaining Israeli hostag…,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-confirms-yahya-sinwar-killing-says-war-is-not-over/,
NBC News,U.S. says it will be 'watching' as Netanyahu holds emergency meeting on increasing aid to Gaza,"Facing increasing U.S. pressure to ramp up aid into Gaza and warning that Washington would be “watching,” as Israeli Prime Minister Benjamin Netanyahu held an emergency meeting to discuss the matter on Wednesday.","Facing increasing U.S. pressure to ramp up aid into Gaza and warning that Washington would be watching, as Israeli Prime Minister Benjamin Netanyahu held an emergency meeting to discuss the matter on… [+2463 chars]",https://www.nbcnews.com/news/world/israel-gaza-aid-war-hamas-netanyahu-united-nations-starvation-letter-rcna175868,
NBC News,"Sinwar’s killing looks set to boost Netanyahu, the Houdini of Israeli politics","Twelve months ago, Israeli Prime Minister Benjamin Netanyahu had just overseen his country’s worst defense failure ever and faced widespread anger at home and abroad.","Outside of his Cabinet and political base, one charge long leveled against Netanyahu is that he has prioritized his own political survival, playing to his right-wing base by launching wars that sever… [+2311 chars]",https://www.nbcnews.com/news/world/sinwars-killing-boost-netanyahu-israeli-politics-hamas-war-rcna176067,
Yahoo Entertainment,"Netanyahu Agrees to Limit Strike on Iran, Washington Post Reports",,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b0394421-af3d-46f9-a07a-05621dda9ca8,
Sputnikglobe.com,Netanyahu Fires Defense Minister Gallant,TEL AVIV (Sputnik) - Israeli Prime Minister Benjamin Netanyahu said on Tuesday that he fired Israeli Defense Minister Yoav Gallant because the trust between them has been frayed over the past few months.,"Get the latest news from around the world, live coverage, off-beat stories, features and analysis.  https://sputnikglobe.com/20241105/netanyahu-fires-defense-minister-gallant-1120783938.html  Netanya… [+1683 chars]",https://sputnikglobe.com/20241105/netanyahu-fires-defense-minister-gallant-1120783938.html,
Breitbart News,Netanyahu Congratulates Trump: 'History's Greatest Comeback!',"Israeli Prime Minister Benjamin Netanyahu congratulated President-elect Donald Trump on his resounding victory in the 2024 election early Wednesday morning, calling it ""history's greatest comeback."" The post Netanyahu Congratulates Trump: ‘History’s Greatest …","Israeli Prime Minister Benjamin Netanyahu congratulated President-elect Donald Trump on his resounding victory in the 2024 election early Wednesday morning, calling it “history’s greatest comeback.” … [+1920 chars]",https://www.breitbart.com/middle-east/2024/11/06/netanyahu-congratulates-trump-historys-greatest-comeback/,
Yahoo Entertainment,Israeli authorities probe suspected Gaza intelligence leak by Netanyahu aide,,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ba432ea6-2f0d-41e1-b659-d31a2650bdfa,
Yahoo Entertainment,Macron riles Netanyahu with jab on Israel's creation,,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_97e971e3-3440-4d91-a79e-be1eb0e0dc50,
PBS,News Wrap: Netanyahu fires Israeli Defense Minister Yoav Gallant,"In our news wrap Tuesday, Israeli Prime Minister Netanyahu fired his defense minister Yoav Gallant amid a growing rift, Ukrainian troops have engaged with North Korean soldiers for the first time since they were deployed to fight for Russia and Boeing workers…","In our news wrap Tuesday, Israeli Prime Minister Netanyahu fired his defense minister Yoav Gallant amid a growing rift, Ukrainian troops have engaged with North Korean soldiers for the first time sin… [+157 chars]",https://www.pbs.org/newshour/show/news-wrap-netanyahu-fires-israeli-defense-minister-yoav-gallant,
The Week Magazine,"Netanyahu fires defense minister, sparking protests","Yoav Gallant and Netanyahu have clashed for years. The Israeli prime minister first tried to fire the defense minister in 2023, but backed off following a public outcry.","What happened  Israeli Prime Minister Benjamin Netanyahu dismissed Defense Minister Yoav Gallant Tuesday, sidelining a popular rival as Israel fights grinding wars in Gaza and Lebanon. Gallant's firi… [+2244 chars]",https://theweek.com/politics/netanyahu-fires-yoav-gallant-israel,
RT,Netanyahu made Iran strikes promise to Biden – WaPo,"Israel has told the US that it will only attack military targets in Iran when it launches its retaliation, The Washington Post has learned Read Full Article at RT.com","Israeli Prime Minister Benjamin Netanyahu has told US President Joe Biden that he intends to strike only military targets in Iran when Israel retaliates for the latest Iranian missile barrage, The Wa… [+2400 chars]",https://www.rt.com/news/605733-netanyahu-biden-iran-strike/,
RT,Trump told Netanyahu to end war – Israeli media,The former US president reportedly told the Israeli leader to wrap up operations in Gaza by inauguration day Read Full Article at RT.com,"Former US President Donald Trump told Israeli Prime Minister Benjamin Netanyahu that he wants the war in Gaza over before he takes office in January, assuming he wins next week’s presidential electio… [+2471 chars]",https://www.rt.com/news/606760-trump-israel-end-war/,
Juancole.com,Israel’s Limited Strikes on Iran show the Enormous Constraints faced by Netanyahu,Ann Arbor (Informed Comment) - The limited strikes on Iran carried out by Israeli fighter-jets early on Saturday morning Tehran time above all demonstrated the constraints under which even this extremist Israeli government has to operate. The bombings are sai…,Ann Arbor (Informed Comment) – The limited strikes on Iran carried out by Israeli fighter-jets early on Saturday morning Tehran time above all demonstrated the constraints under which even this extre… [+5064 chars],https://www.juancole.com/2024/10/enormous-constraints-netanyahu.html,
Juancole.com,"Netanyahu, Delirious at Trump’s Return, Dumps his Defense Minister to Pursue Complete Occupation of Gaza","Oakland, Ca. (Special to Informed Comment; Feature) - It was no coincidence that Israeli PM Benjamin “Bibi” Netanyahu chose the US Election Day to fire his Defense Minister, Yoav Gallant, when Washington was too distracted to respond. With Bibi, everything is…","Oakland, Ca. (Special to Informed Comment; Feature) – It was no coincidence that Israeli PM Benjamin “Bibi” Netanyahu chose the US Election Day to fire his Defense Minister, Yoav Gallant, when Washin… [+7281 chars]",https://www.juancole.com/2024/11/netanyahu-delirious-occupation.html,
Juancole.com,"Blinken and Austin Scold Netanyahu over Gaza Atrocities, playing Cynical Presidential Politics",Ann Arbor (Informed Comment) - Barak Ravid at Axios got the scoop. He was leaked a letter from Secretary of State Antony Blinken and Secretary of Defense Lloyd Austin to Israeli PM Benjamin Netanyahu and Defense Minister Yoav Gallant accusing them of reneging…,Ann Arbor (Informed Comment) – Barak Ravid at Axios got the scoop. He was leaked a letter from Secretary of State Antony Blinken and Secretary of Defense Lloyd Austin to Israeli PM Benjamin Netanyahu… [+13277 chars],https://www.juancole.com/2024/10/netanyahu-atrocities-presidential.html,
Juancole.com,The Rift over Gaza between Israel and Western Allies Deepens: Macron v. Netanyahu,"By Imran Khalid | - ( Foreign Policy in Focus ) - It took nearly a year for French President Emmanuel Macron to confront the uncomfortable truth: the path to peace in Gaza cannot be paved with more weapons to Israel. His recent remarks, sharp and unapologetic…",By Imran Khalid | –  ( Foreign Policy in Focus ) – It took nearly a year for French President Emmanuel Macron to confront the uncomfortable truth: the path to peace in Gaza cannot be paved with more … [+5309 chars],https://www.juancole.com/2024/10/between-western-netanyahu.html,
RT,‘Netanyahu will want a lot from him’: Can Trump reconcile Israel and Iran?,"The US president-elect has promised to end wars in the Middle East, but experts believe it will be no easy task Read Full Article at RT.com","Donald Trump's landslide victory has sent shockwaves through liberal circles in the US and Europe, but in many countries of the Middle East, his comeback has brought a glimpse of hope that wars could… [+7445 chars]",https://www.rt.com/news/607501-us-trump-middle-east/,
